sku,title,category,brand,model,retail_price_inr,wholesale_price_inr,moq,stock,rating,image_prompt,image_alt,animation_treatment,poc_only,source_note
BE-0279,NovaTek Steam Iron STE-1279,Small Home Appliances,NovaTek,STE-1279,6099,5000,1,47,4.1,"premium studio product photograph of a steam iron, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Steam Iron, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0280,Cobalt Water Heater WAT-1280,Small Home Appliances,Cobalt,WAT-1280,6049,4960,1,54,4.2,"premium studio product photograph of a water heater, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Water Heater, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0281,Astra Water Purifier WAT-1281,Small Home Appliances,Astra,WAT-1281,999,820,1,61,4.3,"premium studio product photograph of a water purifier, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Water Purifier, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0282,Orbis Room Heater ROO-1282,Small Home Appliances,Orbis,ROO-1282,1949,1600,1,68,4.4,"premium studio product photograph of a room heater, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Room Heater, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0283,IndusTech Vacuum Cleaner VAC-1283,Small Home Appliances,IndusTech,VAC-1283,2899,2380,1,75,4.5,"premium studio product photograph of a vacuum cleaner, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Vacuum Cleaner, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0284,NovaTek Steam Iron STE-1284,Small Home Appliances,NovaTek,STE-1284,3849,3160,1,82,4.6,"premium studio product photograph of a steam iron, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Steam Iron, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0285,Cobalt Water Heater WAT-1285,Small Home Appliances,Cobalt,WAT-1285,3799,3120,1,6,4.7,"premium studio product photograph of a water heater, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Water Heater, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0286,Astra Water Purifier WAT-1286,Small Home Appliances,Astra,WAT-1286,4749,3890,1,13,4.8,"premium studio product photograph of a water purifier, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Water Purifier, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0287,Orbis Room Heater ROO-1287,Small Home Appliances,Orbis,ROO-1287,5699,4670,1,20,4.9,"premium studio product photograph of a room heater, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Room Heater, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0288,IndusTech Vacuum Cleaner VAC-1288,Small Home Appliances,IndusTech,VAC-1288,6649,5450,1,27,3.8,"premium studio product photograph of a vacuum cleaner, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Vacuum Cleaner, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0289,NovaTek Steam Iron STE-1289,Small Home Appliances,NovaTek,STE-1289,1599,1310,1,34,3.9,"premium studio product photograph of a steam iron, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Steam Iron, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0290,Cobalt Water Heater WAT-1290,Small Home Appliances,Cobalt,WAT-1290,1549,1270,1,41,4.0,"premium studio product photograph of a water heater, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Water Heater, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0291,Astra Water Purifier WAT-1291,Small Home Appliances,Astra,WAT-1291,2499,2050,1,48,4.1,"premium studio product photograph of a water purifier, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Water Purifier, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0292,Orbis Room Heater ROO-1292,Small Home Appliances,Orbis,ROO-1292,3449,2830,1,55,4.2,"premium studio product photograph of a room heater, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Room Heater, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0293,IndusTech Vacuum Cleaner VAC-1293,Small Home Appliances,IndusTech,VAC-1293,4399,3610,1,62,4.3,"premium studio product photograph of a vacuum cleaner, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Vacuum Cleaner, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0294,NovaTek Steam Iron STE-1294,Small Home Appliances,NovaTek,STE-1294,5349,4390,1,69,4.4,"premium studio product photograph of a steam iron, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Steam Iron, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0295,Cobalt Water Heater WAT-1295,Small Home Appliances,Cobalt,WAT-1295,5299,4350,1,76,4.5,"premium studio product photograph of a water heater, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Water Heater, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0296,Astra Water Purifier WAT-1296,Small Home Appliances,Astra,WAT-1296,6249,5120,1,83,4.6,"premium studio product photograph of a water purifier, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Water Purifier, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0297,Orbis Room Heater ROO-1297,Small Home Appliances,Orbis,ROO-1297,1199,980,1,7,4.7,"premium studio product photograph of a room heater, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Room Heater, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0298,IndusTech Vacuum Cleaner VAC-1298,Small Home Appliances,IndusTech,VAC-1298,2149,1760,1,14,4.8,"premium studio product photograph of a vacuum cleaner, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Vacuum Cleaner, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0299,NovaTek Steam Iron STE-1299,Small Home Appliances,NovaTek,STE-1299,3099,2540,1,21,4.9,"premium studio product photograph of a steam iron, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Steam Iron, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0300,Cobalt Water Heater WAT-1300,Small Home Appliances,Cobalt,WAT-1300,3049,2500,1,28,3.8,"premium studio product photograph of a water heater, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Water Heater, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0301,NovaTek Mirrorless Camera MIR-1301,Cameras & Imaging,NovaTek,MIR-1301,5199,4260,1,35,3.9,"premium studio product photograph of a mirrorless camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Mirrorless Camera, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0302,Cobalt Action Camera ACT-1302,Cameras & Imaging,Cobalt,ACT-1302,6149,5040,1,42,4.0,"premium studio product photograph of a action camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Action Camera, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0303,Astra Instant Camera INS-1303,Cameras & Imaging,Astra,INS-1303,7099,5820,1,49,4.1,"premium studio product photograph of a instant camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Instant Camera, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0304,Orbis Camera Lens CAM-1304,Cameras & Imaging,Orbis,CAM-1304,8049,6600,1,56,4.2,"premium studio product photograph of a camera lens, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Camera Lens, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0305,IndusTech Mirrorless Camera MIR-1305,Cameras & Imaging,IndusTech,MIR-1305,7999,6560,1,63,4.3,"premium studio product photograph of a mirrorless camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Mirrorless Camera, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0306,NovaTek Action Camera ACT-1306,Cameras & Imaging,NovaTek,ACT-1306,8949,7340,1,70,4.4,"premium studio product photograph of a action camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Action Camera, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0307,Cobalt Instant Camera INS-1307,Cameras & Imaging,Cobalt,INS-1307,9899,8120,1,77,4.5,"premium studio product photograph of a instant camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Instant Camera, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0308,Astra Camera Lens CAM-1308,Cameras & Imaging,Astra,CAM-1308,10849,8900,1,84,4.6,"premium studio product photograph of a camera lens, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Camera Lens, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0309,Orbis Mirrorless Camera MIR-1309,Cameras & Imaging,Orbis,MIR-1309,5799,4760,1,8,4.7,"premium studio product photograph of a mirrorless camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Mirrorless Camera, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0310,IndusTech Action Camera ACT-1310,Cameras & Imaging,IndusTech,ACT-1310,5749,4710,1,15,4.8,"premium studio product photograph of a action camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Action Camera, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0311,NovaTek Instant Camera INS-1311,Cameras & Imaging,NovaTek,INS-1311,6699,5490,1,22,4.9,"premium studio product photograph of a instant camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Instant Camera, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0312,Cobalt Camera Lens CAM-1312,Cameras & Imaging,Cobalt,CAM-1312,7649,6270,1,29,3.8,"premium studio product photograph of a camera lens, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Camera Lens, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0313,Astra Mirrorless Camera MIR-1313,Cameras & Imaging,Astra,MIR-1313,8599,7050,1,36,3.9,"premium studio product photograph of a mirrorless camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Mirrorless Camera, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0314,Orbis Action Camera ACT-1314,Cameras & Imaging,Orbis,ACT-1314,9549,7830,1,43,4.0,"premium studio product photograph of a action camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Action Camera, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0315,IndusTech Instant Camera INS-1315,Cameras & Imaging,IndusTech,INS-1315,9499,7790,1,50,4.1,"premium studio product photograph of a instant camera, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Instant Camera, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0316,NovaTek Camera Lens CAM-1316,Cameras & Imaging,NovaTek,CAM-1316,10449,8570,1,57,4.2,"premium studio product photograph of a camera lens, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Camera Lens, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0317,Astra Gaming Console GAM-1317,Gaming,Astra,GAM-1317,1699,1390,1,64,4.3,"premium studio product photograph of a gaming console, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Gaming Console, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0318,Orbis Controller CON-1318,Gaming,Orbis,CON-1318,2649,2170,1,71,4.4,"premium studio product photograph of a controller, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Controller, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0319,IndusTech Gaming Monitor GAM-1319,Gaming,IndusTech,GAM-1319,3599,2950,1,78,4.5,"premium studio product photograph of a gaming monitor, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Gaming Monitor, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0320,NovaTek Gaming Keyboard GAM-1320,Gaming,NovaTek,GAM-1320,3549,2910,1,85,4.6,"premium studio product photograph of a gaming keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Gaming Keyboard, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0321,Cobalt Gaming Mouse GAM-1321,Gaming,Cobalt,GAM-1321,4499,3690,1,9,4.7,"premium studio product photograph of a gaming mouse, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Gaming Mouse, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0322,Astra Gaming Console GAM-1322,Gaming,Astra,GAM-1322,5449,4470,1,16,4.8,"premium studio product photograph of a gaming console, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Gaming Console, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0323,Orbis Controller CON-1323,Gaming,Orbis,CON-1323,6399,5250,1,23,4.9,"premium studio product photograph of a controller, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Controller, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0324,IndusTech Gaming Monitor GAM-1324,Gaming,IndusTech,GAM-1324,7349,6030,1,30,3.8,"premium studio product photograph of a gaming monitor, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Gaming Monitor, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0325,NovaTek Gaming Keyboard GAM-1325,Gaming,NovaTek,GAM-1325,1299,1070,1,37,3.9,"premium studio product photograph of a gaming keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Gaming Keyboard, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0326,Cobalt Gaming Mouse GAM-1326,Gaming,Cobalt,GAM-1326,2249,1840,1,44,4.0,"premium studio product photograph of a gaming mouse, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Gaming Mouse, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0327,Astra Gaming Console GAM-1327,Gaming,Astra,GAM-1327,3199,2620,1,51,4.1,"premium studio product photograph of a gaming console, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Gaming Console, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0328,Orbis Controller CON-1328,Gaming,Orbis,CON-1328,4149,3400,1,58,4.2,"premium studio product photograph of a controller, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Controller, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0329,IndusTech Gaming Monitor GAM-1329,Gaming,IndusTech,GAM-1329,5099,4180,1,65,4.3,"premium studio product photograph of a gaming monitor, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Gaming Monitor, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0330,NovaTek Gaming Keyboard GAM-1330,Gaming,NovaTek,GAM-1330,5049,4140,1,72,4.4,"premium studio product photograph of a gaming keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Gaming Keyboard, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0331,Cobalt Gaming Mouse GAM-1331,Gaming,Cobalt,GAM-1331,5999,4920,1,79,4.5,"premium studio product photograph of a gaming mouse, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Gaming Mouse, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0332,Astra Gaming Console GAM-1332,Gaming,Astra,GAM-1332,6949,5700,1,3,4.6,"premium studio product photograph of a gaming console, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Gaming Console, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0333,Orbis Controller CON-1333,Gaming,Orbis,CON-1333,1899,1560,1,10,4.7,"premium studio product photograph of a controller, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Controller, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0334,IndusTech Gaming Monitor GAM-1334,Gaming,IndusTech,GAM-1334,2849,2340,1,17,4.8,"premium studio product photograph of a gaming monitor, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Gaming Monitor, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0335,NovaTek Gaming Keyboard GAM-1335,Gaming,NovaTek,GAM-1335,2799,2300,1,24,4.9,"premium studio product photograph of a gaming keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Gaming Keyboard, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0336,Cobalt Gaming Mouse GAM-1336,Gaming,Cobalt,GAM-1336,3749,3070,1,31,3.8,"premium studio product photograph of a gaming mouse, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Gaming Mouse, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0337,Astra Gaming Console GAM-1337,Gaming,Astra,GAM-1337,4699,3850,1,38,3.9,"premium studio product photograph of a gaming console, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Gaming Console, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0338,Orbis Controller CON-1338,Gaming,Orbis,CON-1338,5649,4630,1,45,4.0,"premium studio product photograph of a controller, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Controller, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0339,IndusTech Gaming Monitor GAM-1339,Gaming,IndusTech,GAM-1339,6599,5410,1,52,4.1,"premium studio product photograph of a gaming monitor, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Gaming Monitor, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0340,NovaTek Gaming Keyboard GAM-1340,Gaming,NovaTek,GAM-1340,6549,5370,1,59,4.2,"premium studio product photograph of a gaming keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Gaming Keyboard, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0341,NovaTek Wi-Fi 6 Router WIF-1341,Networking,NovaTek,WIF-1341,899,740,1,66,4.3,"premium studio product photograph of a wi-fi 6 router, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wi-Fi 6 Router, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0342,Cobalt Mesh Wi-Fi Kit MES-1342,Networking,Cobalt,MES-1342,1849,1520,1,73,4.4,"premium studio product photograph of a mesh wi-fi kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Mesh Wi-Fi Kit, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0343,Astra Gigabit Switch GIG-1343,Networking,Astra,GIG-1343,2799,2300,1,80,4.5,"premium studio product photograph of a gigabit switch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Gigabit Switch, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0344,Orbis USB Wi-Fi Adapter USB-1344,Networking,Orbis,USB-1344,3749,3070,1,4,4.6,"premium studio product photograph of a usb wi-fi adapter, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis USB Wi-Fi Adapter, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0345,IndusTech Wi-Fi 6 Router WIF-1345,Networking,IndusTech,WIF-1345,3699,3030,1,11,4.7,"premium studio product photograph of a wi-fi 6 router, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Wi-Fi 6 Router, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0346,NovaTek Mesh Wi-Fi Kit MES-1346,Networking,NovaTek,MES-1346,4649,3810,1,18,4.8,"premium studio product photograph of a mesh wi-fi kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Mesh Wi-Fi Kit, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0347,Cobalt Gigabit Switch GIG-1347,Networking,Cobalt,GIG-1347,5599,4590,1,25,4.9,"premium studio product photograph of a gigabit switch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Gigabit Switch, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0348,Astra USB Wi-Fi Adapter USB-1348,Networking,Astra,USB-1348,6549,5370,1,32,3.8,"premium studio product photograph of a usb wi-fi adapter, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra USB Wi-Fi Adapter, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0349,Orbis Wi-Fi 6 Router WIF-1349,Networking,Orbis,WIF-1349,1499,1230,1,39,3.9,"premium studio product photograph of a wi-fi 6 router, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Wi-Fi 6 Router, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0350,IndusTech Mesh Wi-Fi Kit MES-1350,Networking,IndusTech,MES-1350,1449,1190,1,46,4.0,"premium studio product photograph of a mesh wi-fi kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Mesh Wi-Fi Kit, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0351,NovaTek Gigabit Switch GIG-1351,Networking,NovaTek,GIG-1351,2399,1970,1,53,4.1,"premium studio product photograph of a gigabit switch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Gigabit Switch, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0352,Cobalt USB Wi-Fi Adapter USB-1352,Networking,Cobalt,USB-1352,3349,2750,1,60,4.2,"premium studio product photograph of a usb wi-fi adapter, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt USB Wi-Fi Adapter, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0353,Astra Wi-Fi 6 Router WIF-1353,Networking,Astra,WIF-1353,4299,3530,1,67,4.3,"premium studio product photograph of a wi-fi 6 router, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Wi-Fi 6 Router, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0354,Orbis Mesh Wi-Fi Kit MES-1354,Networking,Orbis,MES-1354,5249,4300,1,74,4.4,"premium studio product photograph of a mesh wi-fi kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Mesh Wi-Fi Kit, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0355,IndusTech Gigabit Switch GIG-1355,Networking,IndusTech,GIG-1355,5199,4260,1,81,4.5,"premium studio product photograph of a gigabit switch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Gigabit Switch, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0356,NovaTek USB Wi-Fi Adapter USB-1356,Networking,NovaTek,USB-1356,6149,5040,1,5,4.6,"premium studio product photograph of a usb wi-fi adapter, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek USB Wi-Fi Adapter, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0357,Cobalt Wi-Fi 6 Router WIF-1357,Networking,Cobalt,WIF-1357,1099,900,1,12,4.7,"premium studio product photograph of a wi-fi 6 router, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Wi-Fi 6 Router, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0358,Astra Mesh Wi-Fi Kit MES-1358,Networking,Astra,MES-1358,2049,1680,1,19,4.8,"premium studio product photograph of a mesh wi-fi kit, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Mesh Wi-Fi Kit, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0359,Orbis Gigabit Switch GIG-1359,Networking,Orbis,GIG-1359,2999,2460,1,26,4.9,"premium studio product photograph of a gigabit switch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Gigabit Switch, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
